FBtr0113685	1000	0	0	0	0
FBtr0304153	1000	0	0	0	0
FBtr0113686	1000	0	0	0	0
FBtr0112921	1000	350	-23.7802	-0.0237802	-0.0679433
FBtr0070088	1000	350	-15.1123	-0.0151123	-0.0431779
FBtr0307173	1000	350	-11.2574	-0.0112574	-0.032164
FBtr0344738	1000	350	-29.387	-0.029387	-0.083963
FBtr0344739	1000	350	-29.387	-0.029387	-0.083963
FBtr0290017	1000	350	-29.387	-0.029387	-0.083963
FBtr0344737	1000	350	-29.387	-0.029387	-0.083963
FBtr0070087	1000	350	-21.9872	-0.0219872	-0.0628207
FBtr0070081	1000	350	-21.9872	-0.0219872	-0.0628207
FBtr0070086	1000	350	-21.9872	-0.0219872	-0.0628207
FBtr0343792	1000	350	-13.3678	-0.0133678	-0.0381938
FBtr0343793	1000	350	-27.2862	-0.0272862	-0.0779606
FBtr0290016	1000	350	-25.7419	-0.0257419	-0.0735482
FBtr0070084	1000	350	-25.7419	-0.0257419	-0.0735482
FBtr0340146	1000	350	-25.7419	-0.0257419	-0.0735482
FBtr0070085	1000	350	-25.7419	-0.0257419	-0.0735482
FBtr0070080	1000	350	-24.6894	-0.0246894	-0.0705411
FBtr0340145	1000	350	-22.6091	-0.0226091	-0.0645975
FBtr0070092	1000	350	-15.8081	-0.0158081	-0.045166
FBtr0070093	1000	350	-15.8081	-0.0158081	-0.045166
FBtr0346791	1000	350	-25.8353	-0.0258353	-0.0738152
FBtr0070079	1000	350	-26.5374	-0.0265374	-0.0758212
FBtr0070094	1000	230	-13.4932	-0.0134932	-0.0586659
FBtr0343501	1000	420	-11.6077	-0.0116077	-0.0276374
FBtr0070078	1000	420	-11.6077	-0.0116077	-0.0276374
FBtr0336920	1000	450	-13.8366	-0.0138366	-0.0307479
FBtr0336921	1000	450	-13.8366	-0.0138366	-0.0307479
FBtr0301337	1000	350	-16.966	-0.016966	-0.0484744
FBtr0339441	1000	350	-14.228	-0.014228	-0.0406513
FBtr0070095	1000	350	-14.228	-0.014228	-0.0406513
FBtr0300328	1000	350	-14.9007	-0.0149007	-0.0425734
FBtr0070077	1000	350	-14.9007	-0.0149007	-0.0425734
FBtr0336919	1000	350	-21.5604	-0.0215604	-0.0616012
FBtr0070076	1000	350	-21.0877	-0.0210877	-0.0602505
FBtr0112947	1000	350	-20.826	-0.020826	-0.0595029
FBtr0070097	1000	350	-21.5735	-0.0215735	-0.0616387
FBtr0339443	1000	350	-13.5898	-0.0135898	-0.038828
FBtr0339442	1000	350	-13.5898	-0.0135898	-0.038828
FBtr0070098	1000	350	-13.5898	-0.0135898	-0.038828
FBtr0070099	1000	350	-17.1717	-0.0171717	-0.0490621
FBtr0070075	1000	350	-19.1073	-0.0191073	-0.0545923
FBtr0070100	1000	350	-13.9393	-0.0139393	-0.0398265
