t_name	FPKM	H3K27ac	H3K27me3	H3K4me1	H3K4me3	H3K9ac
FBtr0075770	0.175738	0.743671	-4.1001	3.32597	2.91503	-0.0874775
FBtr0075771	0.0	7.7983899999999995	-14.8456	0.116817	21.1547	-0.13781400000000002
FBtr0075772	60.576736	7.7983899999999995	-14.8456	0.116817	21.1547	-0.13781400000000002
FBtr0304034	0.0	7.7983899999999995	-14.8456	0.116817	21.1547	-0.13781400000000002
FBtr0304035	0.0	7.7983899999999995	-14.8456	0.116817	21.1547	-0.13781400000000002
FBtr0304036	0.14366500000000001	7.7983899999999995	-14.8456	0.116817	21.1547	-0.13781400000000002
FBtr0304037	5.227126999999999	7.7983899999999995	-14.8456	0.116817	21.1547	-0.13781400000000002
FBtr0333051	0.0	7.7983899999999995	-14.8456	0.116817	21.1547	-0.13781400000000002
FBtr0075773	4.139431	14.1766	-16.2616	-4.40876	26.8577	-0.142826
FBtr0075781	0.0	0.153504	-8.25152	6.1813199999999995	-2.00196	-0.101359
FBtr0075774	25.416094	-2.77771	-13.59	23.8627	16.5355	-0.160273
FBtr0302433	0.0	-2.77771	-13.59	23.8627	16.5355	-0.160273
FBtr0075780	31.568575	-3.08909	-1.80177	39.0257	9.371780000000001	-0.12353900000000001
FBtr0347296	0.0	3.28904	-10.8672	17.5806	21.9054	-0.118004
FBtr0075775	0.0	4.78579	-11.1437	16.615	22.4354	-0.0242919
FBtr0075776	25.088829	4.78579	-11.1437	16.615	22.4354	-0.0242919
FBtr0334053	0.0	4.78579	-11.1437	16.615	22.4354	-0.0242919
FBtr0114573	1.942088	4.78579	-11.1437	16.615	22.4354	-0.0242919
FBtr0075777	0.0	0.20921700000000001	-4.961790000000001	14.6138	15.2108	-0.09056410000000001
FBtr0075778	0.0	-1.9214900000000001	-0.104372	-4.0658900000000004	-2.70053	-0.0919886
FBtr0100676	0.0	-2.7084799999999998	0.067594	-5.79432	-1.2004	-0.0865268
FBtr0075779	0.0	-1.31234	1.9839200000000001	-1.5118200000000002	-1.31473	-0.0459279
FBtr0334054	0.0	-1.31234	1.9839200000000001	-1.5118200000000002	-1.31473	-0.0459279
FBtr0075749	0.0	-4.35519	21.8081	2.14661	-1.9366599999999998	-0.0715854
FBtr0075750	0.0	-4.35519	21.8081	2.14661	-1.9366599999999998	-0.0715854
FBtr0339515	0.0	-4.35519	21.8081	2.14661	-1.9366599999999998	-0.0715854
FBtr0075748	0.0	-2.24248	7.629989999999999	-2.93629	-2.32813	-0.05868110000000001
FBtr0330178	0.0	-2.24248	7.629989999999999	-2.93629	-2.32813	-0.05868110000000001
FBtr0330115	0.0	-0.147042	10.7389	-2.62701	1.33287	-0.047663599999999993
FBtr0330116	0.0	-0.147042	10.7389	-2.62701	1.33287	-0.047663599999999993
FBtr0075747	0.0	-0.147042	10.7389	-2.62701	1.33287	-0.047663599999999993
FBtr0346932	0.0	-5.447080000000001	12.6373	-5.03554	-0.584307	-0.08296060000000001
FBtr0333035	0.0	0.167179	5.12062	-0.0841122	2.46144	-0.0232362
FBtr0075746	0.0	0.167179	5.12062	-0.0841122	2.46144	-0.0232362
FBtr0333034	0.0	-0.910676	16.4925	3.62416	0.841951	-0.0428103
FBtr0333036	0.0	-0.910676	16.4925	3.62416	0.841951	-0.0428103
FBtr0089524	0.0	-2.50085	28.9696	1.53433	-2.37189	-0.06612860000000001
FBtr0321258	0.0	-2.50085	28.9696	1.53433	-2.37189	-0.06612860000000001
FBtr0306619	0.0	2.01208	-9.429860000000001	-6.9574	4.91137	-0.09743339999999999
FBtr0306620	0.0	2.01208	-9.429860000000001	-6.9574	4.91137	-0.09743339999999999
FBtr0100040	0.0	2.08522	-9.33853	-6.9574	4.91137	-0.09743339999999999
FBtr0306624	0.0	2.08522	-9.33853	-6.9574	4.91137	-0.09743339999999999
FBtr0100039	0.0	2.08522	-9.33853	-6.9574	4.91137	-0.09743339999999999
FBtr0075735	0.0	1.62684	-0.159692	-3.05919	1.49829	-0.0446531
FBtr0100042	0.0	3.66175	-7.0922	-3.8830699999999996	2.79953	-0.0778491
FBtr0307191	0.0	3.66175	-7.0922	-3.8830699999999996	2.79953	-0.0778491
FBtr0075736	0.0	2.97653	0.517007	-0.270959	1.70617	-0.0641095
FBtr0075737	0.0	2.97653	0.517007	-0.270959	1.70617	-0.0641095
FBtr0100043	0.0	3.2882599999999997	-6.957039999999999	1.8396	3.96745	-0.0725761
FBtr0306622	0.0	3.2882599999999997	-6.957039999999999	1.8396	3.96745	-0.0725761
FBtr0100044	0.0	8.97565	-1.45981	-2.70873	0.872002	-0.061260400000000007
FBtr0306623	0.0	8.97565	-1.45981	-2.70873	0.872002	-0.061260400000000007
FBtr0100041	0.0	12.2358	-2.82267	-4.23425	1.30592	-0.07242130000000001
FBtr0075740	0.0	-5.46866	-3.3067800000000003	-5.14458	-1.9602700000000002	-0.09485310000000001
FBtr0333033	0.0	-0.7365520000000001	-0.20017200000000002	-2.7109799999999997	-3.2736099999999997	-0.06160449999999999
FBtr0112438	0.0	-1.1561700000000001	-1.2712	-3.4385	-3.3490800000000003	-0.0662948
FBtr0321257	0.0	-2.23793	-0.7931779999999999	-0.35646300000000003	-2.1023	-0.0641831
FBtr0075741	0.0	-2.02225	0.23178	1.25753	-2.6612	-0.0657785
FBtr0345840	0.0	-5.947369999999999	9.40745	-2.5636900000000002	-2.8950099999999996	-0.0889311
FBtr0340716	0.0	0.07074180000000001	2.6806400000000004	-1.2414399999999999	-0.454541	-0.0398864
FBtr0340715	0.0	0.806391	2.79717	-4.22346	1.19614	-0.059188599999999994
FBtr0075743	19.550116	-2.6947200000000002	-5.06005	-0.998527	0.542996	-0.0839104
FBtr0330102	15.31259	-2.6947200000000002	-5.06005	-0.998527	0.542996	-0.0839104
FBtr0344868	0.0	-2.19196	-1.14069	0.178677	-2.73218	-0.0798263
FBtr0075744	0.0	8.71495	3.5371	5.30919	1.0834	-0.0526649
FBtr0333022	0.0	-1.84654	0.668772	-2.8696900000000003	-3.4858	0.377932
FBtr0113170	0.0	-1.90943	0.913317	-3.13965	-3.56779	0.36238200000000004
FBtr0304959	0.0	-0.0481339	0.784954	-2.27053	0.0112037	-0.039133600000000004
FBtr0075729	0.0	-1.8618	1.22809	-2.5228099999999998	-2.33946	-0.049700699999999993
FBtr0333042	17.798248	-3.80971	-6.609610000000001	-4.099559999999999	-2.4019	-0.0798252
FBtr0333041	0.0	-3.8660099999999997	-5.05261	-2.51072	-0.765733	-0.0676738
FBtr0075728	20.624142000000003	-3.8660099999999997	-5.05261	-2.51072	-0.765733	-0.0676738
FBtr0345393	2.6862369999999998	2.11205	-9.63318	8.13904	0.5641109999999999	-0.13139800000000001
FBtr0273239	18.017788	-2.16183	-11.9823	-0.20796199999999998	0.65341	-0.13283399999999998
FBtr0333040	0.0	-2.16183	-11.9823	-0.20796199999999998	0.65341	-0.13283399999999998
FBtr0273424	0.0	-1.23191	-3.6569199999999995	-2.89466	-1.22596	-0.079739
FBtr0273425	0.0	-1.23191	-3.6569199999999995	-2.89466	-1.22596	-0.079739
FBtr0273428	0.0	-1.23191	-3.6569199999999995	-2.89466	-1.22596	-0.079739
FBtr0273426	0.0	-1.75865	-5.90687	-4.1649199999999995	-1.75383	-0.0827382
FBtr0273423	0.0	-1.75865	-5.90687	-4.1649199999999995	-1.75383	-0.0827382
FBtr0273427	0.0	-1.75865	-5.90687	-4.1649199999999995	-1.75383	-0.0827382
FBtr0273422	0.0	-1.75865	-5.90687	-4.1649199999999995	-1.75383	-0.0827382
FBtr0308596	0.0	-1.75865	-5.90687	-4.1649199999999995	-1.75383	-0.0827382
FBtr0347206	0.0	2.47418	1.69052	-3.6982199999999996	0.8528180000000001	-0.0685067
FBtr0347205	0.0	0.942475	-9.06381	-5.25941	-1.8738599999999999	-0.08984910000000002
FBtr0290282	0.0	1.20527	1.0882	-3.87667	-3.7109300000000003	-0.0750831
FBtr0333039	0.0	-2.97448	2.2441299999999997	0.913683	-3.95304	-0.07498289999999999
FBtr0333038	0.0	-3.2048400000000004	3.6720900000000003	0.913683	-4.08368	-0.07498289999999999
FBtr0306305	0.0	2.44255	0.34367	-1.8764299999999998	-2.10553	-0.0578418
FBtr0075718	285.428009	2.71732	-7.4226600000000005	1.60735	5.76004	-0.09650399999999999
FBtr0075719	0.0	4.07378	-7.9166	2.80038	6.844710000000001	-0.104522
FBtr0308595	0.0	4.07378	-7.9166	2.80038	6.844710000000001	-0.104522
FBtr0333037	44.622421	5.38425	-0.973191	-1.03787	3.95952	0.71965
FBtr0075724	46.399494	5.37798	-0.594897	-0.595308	4.42725	0.8572860000000001
FBtr0075723	32.926097999999996	3.8656	-0.221592	0.565617	5.82771	0.89051
FBtr0343631	0.0	7.98877	-7.289439999999999	13.7728	2.31966	-0.10575799999999999
FBtr0301014	0.0	7.98877	-7.289439999999999	13.7728	2.31966	-0.10575799999999999
FBtr0075722	0.092455	8.0006	-7.0284699999999996	22.6129	3.71299	-0.118848
FBtr0303303	0.0	-3.5448699999999995	20.5746	-0.791504	-3.23053	-0.08451289999999999
FBtr0075720	0.0	-0.0475019	20.8262	-1.1165200000000002	0.562144	-0.0330355
FBtr0075676	0.0	-2.5815900000000003	5.14878	0.6816840000000001	-2.18377	-0.0836496
FBtr0333031	0.0	-2.5815900000000003	5.14878	0.6816840000000001	-2.18377	-0.0836496
FBtr0304700	0.0	-4.87954	8.56865	-2.6711	-4.921	-0.10310899999999999
FBtr0301239	0.0	6.4309199999999995	0.713238	-2.13102	10.3831	-0.0249989
FBtr0075677	0.0	6.4309199999999995	0.713238	-2.13102	10.3831	-0.0249989
FBtr0075678	0.0	6.4309199999999995	0.713238	-2.13102	10.3831	-0.0249989
FBtr0075714	0.0	-2.33148	-6.742710000000001	-2.55703	-0.44896899999999995	-0.08856180000000001
FBtr0075715	27.380545	-2.33148	-6.742710000000001	-2.55703	-0.44896899999999995	-0.08856180000000001
FBtr0100362	0.0	-2.33148	-6.742710000000001	-2.55703	-0.44896899999999995	-0.08856180000000001
FBtr0075679	42.893608	-3.8235300000000003	-9.32808	2.26265	8.0789	-0.106047
FBtr0333032	2.234484	-3.8235300000000003	-9.32808	2.26265	8.0789	-0.106047
FBtr0346931	0.0	0.7616350000000001	3.09294	-2.14297	-4.35869	-0.07703430000000001
FBtr0304960	0.0	-0.869086	-4.20448	-2.31334	-0.260768	-0.063069
FBtr0299649	0.0	-0.9543360000000001	-1.75649	-0.372002	0.40621	-0.0787558
FBtr0075713	0.0	-4.0893	-8.14402	-5.91233	2.1834	-0.100114
FBtr0075681	0.0	-5.47423	-7.02387	-6.06952	-3.45265	-0.134711
FBtr0075712	0.0	-5.96734	-4.78463	-4.66871	-6.20761	-0.156127
FBtr0075684	0.0	0.0519	0.42956700000000003	-3.7489199999999996	-2.7999400000000003	-0.0696
FBtr0075685	0.0	-2.8098	-0.0604894	-4.146669999999999	-2.44234	-0.0791565
FBtr0075711	0.0	-6.03755	-4.83287	-7.66202	-5.12552	-0.105968
FBtr0333018	0.0	-2.99447	-1.95208	-3.76652	-3.33929	-0.06316469999999999
FBtr0075710	0.0	-2.99447	-1.95208	-3.76652	-3.33929	-0.06316469999999999
FBtr0075687	0.0	-3.0587299999999997	-1.01426	-5.80794	1.12122	-0.08233489999999999
FBtr0299650	0.0	-4.23884	-5.072080000000001	-2.1701599999999996	-3.55479	-0.139765
FBtr0299651	0.0	-4.23884	-5.072080000000001	-2.1701599999999996	-3.55479	-0.139765
FBtr0333043	0.0	-4.23884	-5.072080000000001	-2.1701599999999996	-3.55479	-0.139765
FBtr0075689	0.0	-1.8920299999999999	5.19464	-1.18145	-2.858	-0.00646135
FBtr0075709	0.0	-4.12001	6.731889999999999	-1.26926	-1.3733799999999998	-0.07771130000000001
FBtr0333045	0.0	0.163011	-1.37437	-0.864818	0.0613336	-0.0303817
FBtr0075707	18.502136	0.163011	-1.37437	-0.864818	0.0613336	-0.0303817
FBtr0100445	0.0	0.163011	-1.37437	-0.864818	0.0613336	-0.0303817
FBtr0300641	18.502136	0.163011	-1.37437	-0.864818	0.0613336	-0.0303817
FBtr0300642	0.0	0.163011	-1.37437	-0.864818	0.0613336	-0.0303817
FBtr0075705	0.0	1.99463	-5.0157	0.255368	-2.3968599999999998	-0.053240800000000005
FBtr0075706	3.514786	1.99463	-5.0157	0.255368	-2.3968599999999998	-0.053240800000000005
FBtr0333046	0.0	1.99463	-5.0157	0.255368	-2.3968599999999998	-0.053240800000000005
FBtr0075703	0.0	1.6818799999999998	-1.38866	9.58737	-2.49743	-0.0579612
FBtr0075704	0.0	5.489	-3.5832300000000004	17.1392	-1.12143	-0.10562300000000001
FBtr0075708	9.422329	5.489	-3.5832300000000004	17.1392	-1.12143	-0.10562300000000001
FBtr0100444	7.136064	5.489	-3.5832300000000004	17.1392	-1.12143	-0.10562300000000001
FBtr0302436	0.0	19.4319	-7.14388	2.34838	7.0759300000000005	-0.101739
FBtr0075690	28.155708	5.13302	-9.99178	-6.46232	25.1539	-0.0986305
FBtr0333044	0.0	5.13302	-9.99178	-6.46232	25.1539	-0.0986305
FBtr0075701	0.0	-0.717733	-3.53545	-1.7938900000000002	1.73605	-0.0765829
FBtr0075700	23.485155	-5.63438	-14.5725	-7.042560000000001	-1.85338	-0.119362
FBtr0075699	54.795773	2.9033599999999997	-10.1964	-4.147819999999999	10.164	-0.090144
FBtr0300190	1.176504	2.9033599999999997	-10.1964	-4.147819999999999	10.164	-0.090144
FBtr0075691	28.957075	7.850210000000001	-11.1923	4.8967	20.1982	-0.11496500000000001
FBtr0075693	35.438023	10.3575	-22.5945	2.30972	27.4111	-0.178894
FBtr0333074	4.135562999999999	12.5164	-15.0356	-8.593630000000001	41.7273	-0.12061500000000001
FBtr0333075	4.476141999999999	3.8066699999999996	-5.13558	-1.06501	15.1149	-0.0545003
FBtr0333076	39.424374	1.6396400000000002	-12.5689	4.67013	12.168	-0.0850322
FBtr0075698	46.162575	1.11784	-14.4458	5.73896	15.5386	-0.133994
FBtr0075697	301.479279	0.571642	-7.4416899999999995	2.91803	13.2045	-0.11874000000000001
FBtr0110825	0.0	-0.527109	-5.36377	-1.48511	9.43708	-0.06010549999999999
FBtr0075695	0.0	-0.527109	-5.36377	-1.48511	9.43708	-0.06010549999999999
FBtr0342827	0.0	-0.6084689999999999	-5.37194	-4.57675	-2.72586	-0.0613646
FBtr0345839	0.0	1.9775200000000002	3.7697	0.316407	-0.773033	-0.0521609
FBtr0302580	0.0	0.811458	2.23407	-2.4628900000000002	0.666164	-0.052998800000000006
FBtr0299509	0.0	-4.37485	-4.65379	0.389971	-6.19163	-0.107873
FBtr0331181	0.0	-4.37485	-4.65379	0.389971	-6.19163	-0.107873
FBtr0299510	0.0	0.40015300000000004	-0.77609	-4.47729	-2.84939	-0.067006
FBtr0330139	0.0	0.8548540000000001	2.1089900000000004	-1.9525599999999999	0.200012	-0.0643545
FBtr0075674	10.356767	-1.75479	-2.00121	-1.29887	-0.12933699999999998	-0.0298743
FBtr0075673	7.338439999999999	-2.7528599999999996	-3.27488	-2.80773	-1.56457	3.62375
FBtr0347095	0.0	-3.3905800000000004	0.771601	-4.11446	-3.69246	-0.0656801
FBtr0075620	1.863115	-5.352580000000001	3.13722	5.9040300000000006	-6.32983	-0.122922
FBtr0075621	18.184399	-3.05793	-2.8338799999999997	-3.50235	-6.22671	-0.0934751
FBtr0299779	1.5281790000000002	-3.9287900000000002	7.038939999999999	-1.41584	-1.69901	-0.0781526
FBtr0309062	2.124846	-6.7925	9.06043	-1.26453	-3.7442900000000003	-0.106868
FBtr0309066	0.0	-1.9426299999999999	-2.67005	-2.693	-0.112575	-0.046430900000000004
FBtr0309065	0.0	-2.55483	-4.28417	-4.42221	-2.58923	-0.072368
FBtr0309063	0.0	-3.22702	-2.31407	-4.04363	-1.20095	-0.0682448
FBtr0075624	16.689907	-1.46822	-9.0805	24.8267	6.68261	-0.13195199999999999
FBtr0309064	0.0	-1.46822	-9.0805	24.8267	6.68261	-0.13195199999999999
FBtr0075626	0.0	-1.25247	-5.10072	-3.90726	0.9072950000000001	-0.053098
FBtr0114529	0.0	-1.25247	-5.10072	-3.90726	0.9072950000000001	-0.053098
FBtr0075627	52.530178	2.84503	-8.35189	-3.63352	0.144654	-0.09638619999999999
FBtr0113171	0.0	-2.64309	-7.89213	-0.424328	-0.220782	-0.0731502
FBtr0347146	0.0	-2.64309	-7.89213	-0.424328	-0.220782	-0.0731502
FBtr0075672	72.465874	-1.7041	-5.235119999999999	1.22894	-0.726146	-0.08372660000000001
FBtr0075629	319.630493	1.41506	-5.65566	-3.06224	22.0417	-0.0847472
FBtr0075671	0.0	-2.97812	-7.592169999999999	8.4485	1.8713099999999998	-0.12907000000000002
FBtr0333876	0.0	-2.97812	-7.592169999999999	8.4485	1.8713099999999998	-0.12907000000000002
FBtr0299849	0.0	-1.80444	-3.0526	-1.8085900000000001	0.46977700000000006	-0.0334288
FBtr0299848	0.0	-1.80444	-3.0526	-1.8085900000000001	0.46977700000000006	-0.0334288
FBtr0075630	0.0	-0.544385	-1.78912	-1.9536	-0.231888	-0.0410241
FBtr0075669	0.0	-2.88083	6.49821	-3.63626	-1.9558400000000002	-0.0679572
FBtr0333875	0.0	0.04810130000000001	6.25315	-2.98446	-1.4002	-0.0671874
FBtr0310458	0.0	-4.70932	1.48355	-1.77493	-1.90773	-0.09710039999999999
FBtr0075666	0.0	-4.04059	-1.34086	-5.07709	-1.78005	-0.090311
FBtr0075665	0.0	-2.9969	2.54999	-1.54874	-0.563393	-0.0802771
FBtr0310457	0.0	-1.56554	1.28132	-1.47069	-0.683526	-0.0735072
FBtr0310456	0.0	-1.56554	1.28132	-1.47069	-0.683526	-0.0735072
FBtr0075664	0.0	-2.11017	-5.5925400000000005	-4.8798	-3.8029800000000002	-0.0646525
FBtr0310455	0.0	0.20219600000000001	1.97862	-2.00388	0.603051	-0.0384528
FBtr0333874	0.0	-1.1142	2.24613	-3.31049	1.0822399999999999	-0.04448169999999999
FBtr0075663	0.0	-1.21668	2.2455	-3.8431599999999997	0.918693	-0.0497405
FBtr0075631	0.0	-0.37995100000000004	1.59479	-3.0232	-0.649046	-0.0685603
FBtr0114510	0.0	-7.19042	-0.8950899999999999	-2.28527	-7.65609	-0.09555219999999999
FBtr0310484	0.0	0.521884	-0.521363	-2.14414	0.433104	-0.050845
FBtr0333944	0.0	-2.00683	-1.67087	-3.65855	4.150919999999999	-0.059780099999999996
FBtr0099993	0.0	-2.43844	-2.26717	-3.95985	2.9983400000000002	-0.0643507
FBtr0333940	0.0	-2.43844	-2.26717	-3.95985	2.9983400000000002	-0.0643507
FBtr0333946	0.0	-2.43844	-2.26717	-3.95985	2.9983400000000002	-0.0643507
FBtr0333939	0.0	-2.43844	-2.26717	-3.95985	2.9983400000000002	-0.0643507
FBtr0305977	0.0	-2.43844	-2.26717	-3.95985	2.9983400000000002	-0.0643507
FBtr0305979	0.0	-2.43844	-2.26717	-3.95985	2.9983400000000002	-0.0643507
FBtr0333942	0.0	-2.43844	-2.26717	-3.95985	2.9983400000000002	-0.0643507
FBtr0333943	0.0	-2.43844	-2.26717	-3.95985	2.9983400000000002	-0.0643507
FBtr0333941	0.0	-2.43844	-2.26717	-3.95985	2.9983400000000002	-0.0643507
FBtr0333945	0.0	-2.43844	-2.26717	-3.95985	2.9983400000000002	-0.0643507
FBtr0333947	0.0	-2.43844	-2.26717	-3.95985	2.9983400000000002	-0.0643507
FBtr0075659	0.0	-0.190987	-2.41742	-2.07882	3.90867	-0.0390827
FBtr0310278	0.0	-0.190987	-2.41742	-2.07882	3.90867	-0.0390827
FBtr0075657	24.721586	3.1628700000000003	-0.614664	-0.00273181	4.26459	-0.0323028
FBtr0075632	60.192493000000006	3.6840699999999997	-12.6512	5.601430000000001	12.394	-0.049164599999999996
FBtr0075633	15.209802	3.6840699999999997	-12.6512	5.601430000000001	12.394	-0.049164599999999996
FBtr0333934	0.0	3.6840699999999997	-12.6512	5.601430000000001	12.394	-0.049164599999999996
FBtr0345691	27.133656	1.86874	-2.87303	-0.8135060000000001	18.7475	-0.09927860000000001
FBtr0344431	31.546528000000002	6.45251	-3.7294400000000003	-4.71893	30.8506	-0.0887338
FBtr0333938	0.0	8.11249	-7.49085	-6.69137	35.836	-0.095786
FBtr0333937	1.103485	10.2538	-12.1095	17.7062	1.03155	-0.100641
FBtr0344433	8.263169	18.9349	-9.46466	23.3201	-2.8839799999999998	-0.115159
FBtr0344434	0.0	18.9349	-9.46466	23.3201	-2.8839799999999998	-0.115159
FBtr0344432	0.0	18.9349	-9.46466	23.3201	-2.8839799999999998	-0.115159
FBtr0333936	1.5924459999999998	3.6448099999999997	-14.253	11.8907	-8.98686	-0.152198
FBtr0075637	0.0	-0.5135850000000001	-8.060880000000001	-4.80194	0.928825	-0.0964036
FBtr0075638	23.186966	2.8933400000000002	-3.88635	-3.5689300000000004	8.17579	-0.050171
FBtr0303375	0.0	2.8933400000000002	-3.88635	-3.5689300000000004	8.17579	-0.050171
FBtr0333853	0.0	2.8933400000000002	-3.88635	-3.5689300000000004	8.17579	-0.050171
FBtr0075655	0.0	-4.40273	-3.7766699999999997	0.43137	-0.8363520000000001	-0.07123739999999999
FBtr0075656	0.0	-4.40273	-3.7766699999999997	0.43137	-0.8363520000000001	-0.07123739999999999
FBtr0303378	0.0	-4.40273	-3.7766699999999997	0.43137	-0.8363520000000001	-0.07123739999999999
FBtr0333935	0.0	-4.40273	-3.7766699999999997	0.43137	-0.8363520000000001	-0.07123739999999999
FBtr0344235	0.0	-4.40273	-3.7766699999999997	0.43137	-0.8363520000000001	-0.07123739999999999
FBtr0075639	0.0	-3.89871	-8.82576	1.6988900000000002	-4.77575	-0.10983699999999999
FBtr0075653	0.0	-3.9991	-5.13844	-0.0765313	-2.05882	-0.107357
FBtr0075654	0.0	-3.9991	-5.13844	-0.0765313	-2.05882	-0.107357
FBtr0075652	2.455099	-4.44914	-7.44538	-0.9045639999999999	-3.11059	-0.100207
FBtr0075651	56.468887	-4.44914	-7.44538	-0.9045639999999999	-3.11059	-0.100207
FBtr0091708	0.0	-2.5318099999999997	-8.27314	1.7568	-2.4405799999999997	-0.12290699999999999
FBtr0075648	166.860901	-0.047127300000000004	-4.79751	1.9296400000000002	0.9846280000000001	-0.0762052
FBtr0346644	149.085327	-0.047127300000000004	-4.79751	1.9296400000000002	0.9846280000000001	-0.0762052
FBtr0345844	0.0	10.4864	-15.0495	2.59369	25.8447	-0.142216
FBtr0075647	16.297928	2.3470299999999997	-7.52147	-3.4817099999999996	5.00357	-0.0684598
FBtr0345838	0.0	11.8804	-10.3279	-4.7106699999999995	10.9706	-0.107173
FBtr0075640	46.044968	9.7454	-14.9122	12.6055	16.6898	-0.139123
FBtr0331830	36.218452	9.7454	-14.9122	12.6055	16.6898	-0.139123
FBtr0075641	0.0	4.45067	-7.203069999999999	-0.45253999999999994	4.403980000000001	-0.0607415
FBtr0331831	0.0	1.29698	-4.85543	-2.94298	3.41333	-0.0710586
FBtr0075646	49.282841	0.626721	-0.954158	-2.07939	2.28653	-0.0313538
FBtr0075642	43.837406	5.68032	-9.14047	9.768460000000001	19.7476	-0.109372
FBtr0075645	30.959002	-1.0103799999999998	-6.3852	9.28294	1.00383	-0.11227999999999999
FBtr0075643	28.901489	7.99728	-6.60986	11.2052	21.1399	-0.0928334
FBtr0340717	0.0	-0.655895	0.991714	-0.508169	-1.13307	-0.0994816
FBtr0075644	0.0	-1.5027700000000002	6.20006	-0.534165	0.049038	-0.0674798
FBtr0075607	5.746158	1.20635	-5.15348	-1.37354	5.68424	-0.10094600000000001
FBtr0113172	0.0	-0.619024	1.4993	-3.56926	-2.41035	-0.0380147
FBtr0075618	0.0	-5.04253	11.8471	-4.65561	-6.703069999999999	-0.105018
FBtr0100360	0.0	3.6743900000000003	-3.9149	-2.3740799999999997	0.9053770000000001	-0.0980903
FBtr0110880	0.0	3.6743900000000003	-3.9149	-2.3740799999999997	0.9053770000000001	-0.0980903
FBtr0301185	0.0	3.6743900000000003	-3.9149	-2.3740799999999997	0.9053770000000001	-0.0980903
FBtr0110881	0.0	-0.158835	-1.2256799999999999	0.458013	-3.29189	-0.0599991
FBtr0334105	17.353994	-0.158835	-1.2256799999999999	0.458013	-3.29189	-0.0599991
FBtr0344641	0.0	-0.383588	-1.31755	-5.1665	-6.6562399999999995	-0.0897468
FBtr0334106	0.0	0.5751890000000001	5.1186	-2.59619	0.606646	-0.0383599
FBtr0075614	0.0	-2.6421799999999998	-0.167159	-3.40414	-2.21075	-0.0666263
FBtr0306307	0.0	-2.6421799999999998	-0.167159	-3.40414	-2.21075	-0.0666263
FBtr0306308	0.0	-2.6421799999999998	-0.167159	-3.40414	-2.21075	-0.0666263
FBtr0075615	0.0	-1.22594	1.15225	-4.81032	-2.94919	-0.0653398
FBtr0309981	0.0	-2.68751	1.37853	-2.81787	-4.97501	-0.0737017
FBtr0345836	0.0	-2.33366	-3.53334	-3.00707	-2.08618	-0.0424839
FBtr0345837	0.0	-3.07498	-4.95481	-3.42244	-2.37779	-0.053589300000000006
FBtr0075617	0.0	-2.20931	2.87626	-0.617993	-2.14858	-0.0612293
FBtr0332815	0.0	-2.20931	2.87626	-0.617993	-2.14858	-0.0612293
FBtr0075616	0.0	0.949523	3.64621	-2.46922	-0.97529	-0.049352099999999996
FBtr0075606	0.0	1.8462599999999998	2.4111	-2.7974099999999997	2.42006	-0.0646548
FBtr0113333	0.0	1.8462599999999998	2.4111	-2.7974099999999997	2.42006	-0.0646548
FBtr0300758	0.0	1.8462599999999998	2.4111	-2.7974099999999997	2.42006	-0.0646548
FBtr0334086	0.0	1.8462599999999998	2.4111	-2.7974099999999997	2.42006	-0.0646548
FBtr0075544	0.0	-8.26608	-1.00066	2.1494400000000002	-5.236000000000001	-0.10288
FBtr0075546	0.0	-5.4145900000000005	-3.96725	-5.52765	-3.99583	-0.11537599999999999
FBtr0075547	35.852753	-6.07629	-8.96306	3.23103	15.7158	-0.169051
FBtr0075548	2.5224330000000004	2.91142	-15.7933	4.84502	5.55926	-0.157395
FBtr0075605	36.083824	1.9187599999999998	-5.67656	4.5537	8.12421	-0.10326600000000001
FBtr0334085	3.6274300000000004	-0.807257	-6.34109	4.27273	8.53785	-0.0762364
FBtr0075604	6.966521000000001	-1.4113	-7.197310000000001	2.5154	1.9779400000000003	-0.08354550000000001
FBtr0075549	2.2741860000000003	-1.26011	-6.2058599999999995	-1.0462	3.4340699999999997	-0.0946257
FBtr0091756	5.442814	-0.756992	-10.1196	-1.00335	7.89412	-0.110849
FBtr0091757	5.442814	-0.756992	-10.1196	-1.00335	7.89412	-0.110849
FBtr0334082	4.470057	-0.756992	-10.1196	-1.00335	7.89412	-0.110849
FBtr0346516	5.139252	-0.6230859999999999	-12.2156	-1.44909	9.46782	-0.111276
FBtr0075552	0.0	4.79611	-5.222119999999999	-1.3269	12.6955	-0.0646605
FBtr0075553	0.0	4.79611	-5.222119999999999	-1.3269	12.6955	-0.0646605
FBtr0075554	0.0	4.79611	-5.222119999999999	-1.3269	12.6955	-0.0646605
FBtr0330177	0.0	4.79611	-5.222119999999999	-1.3269	12.6955	-0.0646605
FBtr0303531	0.0	5.6668400000000005	-7.200060000000001	-1.2032399999999999	14.1397	-0.0806482
FBtr0330176	0.0	7.43532	-10.8959	2.0975599999999996	11.1054	-0.102374
FBtr0075603	0.0	-0.685805	-0.840404	1.7208700000000001	0.776709	-0.0684686
FBtr0303786	0.0	-0.690751	0.687627	-0.285999	4.3557	-0.0918267
FBtr0075602	0.0	-0.351964	0.233082	-0.354879	4.38665	-0.0888017
FBtr0334084	0.0	-0.351964	0.233082	-0.354879	4.38665	-0.0888017
