t_name	FPKM	H3K27ac	H3K27me3	H3K4me1	H3K4me3	H3K9ac
FBtr0335213	13.777970999999999	-3.5983300000000003	-7.55315	30.2835	11.0393	-0.12465799999999999
FBtr0082424	42.213184000000005	15.2406	-17.5122	1.2040899999999999	41.8129	-0.15165399999999998
FBtr0082439	0.0	-0.712012	-7.66851	-1.81295	10.9894	-0.10498900000000001
FBtr0082438	0.0	-0.501184	-1.44003	-2.64447	2.40047	-0.07524220000000001
FBtr0335212	0.0	0.07371849999999999	3.00018	-4.060230000000001	10.2298	-0.0836216
FBtr0082437	0.0	0.07371849999999999	3.00018	-4.060230000000001	10.2298	-0.0836216
FBtr0113346	0.0	0.8313510000000001	-1.4455200000000001	-6.14999	2.61726	-0.105446
FBtr0082435	0.0	0.281584	2.03839	2.69035	-0.157246	-0.0703779
FBtr0082425	0.0	-1.50558	5.65688	2.292	-0.517687	-0.0582073
FBtr0335209	0.0	-1.50558	5.65688	2.292	-0.517687	-0.0582073
FBtr0082426	0.0	-5.21175	1.45346	-1.01137	-3.95995	-0.07836599999999999
FBtr0347165	0.0	-1.69681	9.360510000000001	3.71308	-1.39019	-0.0696066
FBtr0082427	0.0	-0.692296	6.02031	-3.77599	-2.9299	-0.0685753
FBtr0082428	0.0	-4.541519999999999	6.6843	2.0030200000000002	-2.26893	-0.0960872
FBtr0082429	0.0	-1.0740100000000001	0.6599510000000001	-2.11388	-0.48184	-0.0797402
FBtr0335210	0.0	-1.0740100000000001	0.6599510000000001	-2.11388	-0.48184	-0.0797402
FBtr0082430	0.0	-0.696617	-2.94178	6.888539999999999	7.33173	-0.0990872
FBtr0335211	0.0	-0.631152	-2.47246	15.2101	10.0852	-0.108858
FBtr0082434	45.194672	-1.50468	-7.043880000000001	9.22762	-0.724463	-0.12160499999999999
FBtr0082431	41.526581	8.99008	-5.9850699999999994	5.06347	37.9365	-0.09911439999999999
FBtr0082432	15.526234	-1.08551	-3.7987699999999998	-1.50945	3.00654	-0.046698199999999995
FBtr0082433	0.812802	-0.37523	-3.5862800000000004	-0.479357	1.8865	-0.030642400000000004
FBtr0330169	16.394115	-0.37523	-3.5862800000000004	-0.479357	1.8865	-0.030642400000000004
FBtr0307892	0.0	-0.37523	-3.5862800000000004	-0.479357	1.8865	-0.030642400000000004
FBtr0304646	1.055458	0.526287	-10.1211	-3.9673	11.1029	-0.101156
FBtr0082534	183.02272	-3.42414	-8.141010000000001	-4.8430599999999995	0.894964	-0.0915031
FBtr0082535	71.166077	3.91819	-0.0424409	9.67409	11.2349	382.11
FBtr0110876	0.0	0.981245	-7.890280000000001	-4.46049	0.72082	-0.0736529
FBtr0305186	0.0	4.09161	-4.8389999999999995	-1.9629900000000002	2.43186	-0.061397900000000005
FBtr0307083	0.0	4.09161	-4.8389999999999995	-1.9629900000000002	2.43186	-0.061397900000000005
FBtr0307086	0.0	4.09161	-4.8389999999999995	-1.9629900000000002	2.43186	-0.061397900000000005
FBtr0082533	0.0	1.37011	-3.7078599999999997	4.38863	-1.40211	-0.10187
FBtr0307082	0.0	1.37011	-3.7078599999999997	4.38863	-1.40211	-0.10187
FBtr0307087	0.0	1.37011	-3.7078599999999997	4.38863	-1.40211	-0.10187
FBtr0110877	0.0	1.37011	-3.7078599999999997	4.38863	-1.40211	-0.10187
FBtr0307085	0.0	1.37011	-3.7078599999999997	4.38863	-1.40211	-0.10187
FBtr0330170	0.0	1.37011	-3.7078599999999997	4.38863	-1.40211	-0.10187
FBtr0346237	0.0	13.0368	-11.4802	-3.4213199999999997	5.33782	-0.0817296
FBtr0333819	0.0	11.1725	-8.736260000000001	-2.3990400000000003	6.8653699999999995	-0.0747342
FBtr0082531	0.0	11.1725	-8.736260000000001	-2.3990400000000003	6.8653699999999995	-0.0747342
FBtr0082471	0.0	-0.9420040000000001	-16.1687	-6.05644	13.1	-0.131706
FBtr0301826	0.0	-0.9420040000000001	-16.1687	-6.05644	13.1	-0.131706
FBtr0082470	0.0	-0.9420040000000001	-16.1687	-6.05644	13.1	-0.131706
FBtr0082472	0.0	-3.2564	-17.0183	-5.0317099999999995	9.56882	-0.14691500000000002
FBtr0082529	0.0	-3.07269	-7.21818	-1.83197	1.37097	-0.0775784
FBtr0082530	0.0	-3.07269	-7.21818	-1.83197	1.37097	-0.0775784
FBtr0082526	0.0	-2.32337	-1.00389	-2.40623	8.98067	-0.044076800000000006
FBtr0082527	0.0	-2.32337	-1.00389	-2.40623	8.98067	-0.044076800000000006
FBtr0082528	0.0	-2.32337	-1.00389	-2.40623	8.98067	-0.044076800000000006
FBtr0113391	0.0	-2.32337	-1.00389	-2.40623	8.98067	-0.044076800000000006
FBtr0300622	0.0	-2.32337	-1.00389	-2.40623	8.98067	-0.044076800000000006
FBtr0301023	0.0	-2.32337	-1.00389	-2.40623	8.98067	-0.044076800000000006
FBtr0334891	0.0	-2.32337	-1.00389	-2.40623	8.98067	-0.044076800000000006
FBtr0089917	0.0	-1.3749799999999999	-1.7861099999999999	3.0849599999999997	3.5342800000000003	-0.049268599999999996
FBtr0089918	0.0	-1.3749799999999999	-1.7861099999999999	3.0849599999999997	3.5342800000000003	-0.049268599999999996
FBtr0089919	106.386749	-1.44856	-1.9972299999999998	4.3331800000000005	3.4954400000000003	-0.051232299999999995
FBtr0082473	0.0	14.0064	-9.80464	8.219380000000001	26.9704	-0.164134
FBtr0082474	20.928026000000003	16.5968	-7.12795	19.8679	27.9897	-0.186624
FBtr0334890	286.526031	16.5968	-7.12795	19.8679	27.9897	-0.186624
FBtr0082521	3.025204	11.5083	-9.66066	32.5954	26.1295	-0.225847
FBtr0082522	0.0	11.5083	-9.66066	32.5954	26.1295	-0.225847
FBtr0082520	0.0	11.5083	-9.66066	32.5954	26.1295	-0.225847
FBtr0082519	12.135272	11.5083	-9.66066	32.5954	26.1295	-0.225847
FBtr0082517	0.0	3.13978	-4.36841	-2.71707	14.2824	-0.053712699999999995
FBtr0299594	0.0	3.13978	-4.36841	-2.71707	14.2824	-0.053712699999999995
FBtr0082475	0.0	0.13389700000000002	-1.72239	9.53551	-1.76967	-0.0707554
FBtr0082516	41.519802	-8.26478	-3.58753	9.55578	-6.2089099999999995	-0.134497
FBtr0301041	0.0	-1.8867900000000002	-12.4899	7.5250699999999995	14.5492	-0.146318
FBtr0301042	23.339164999999998	-1.8867900000000002	-12.4899	7.5250699999999995	14.5492	-0.146318
FBtr0082515	0.0	-4.11689	-10.5684	-2.95486	-1.9493200000000002	-0.16462100000000002
FBtr0344288	0.0	-4.11689	-10.5684	-2.95486	-1.9493200000000002	-0.16462100000000002
FBtr0082514	0.0	-1.28061	-4.0995800000000004	-4.17745	-0.27620100000000003	-0.08026180000000001
FBtr0082513	0.0	0.700774	-1.5287899999999999	-1.4602600000000001	0.577802	-0.054988499999999996
FBtr0301079	0.0	-2.64508	6.9383300000000006	-2.05353	-0.145594	-0.0810936
FBtr0082478	0.0	1.20144	4.0887	-2.3521099999999997	-0.629042	-0.044977800000000005
FBtr0082479	9.848438	11.7152	-13.8905	12.2399	12.1813	-0.138369
FBtr0082480	3.176303	11.7152	-13.8905	12.2399	12.1813	-0.138369
FBtr0082481	0.0	11.7152	-13.8905	12.2399	12.1813	-0.138369
FBtr0082512	0.0	3.7276199999999995	-0.25967399999999996	8.45112	0.6072850000000001	-0.0329717
FBtr0082482	0.0	1.31525	-2.00152	-1.06697	-0.531788	-0.015169799999999997
FBtr0082511	7.580823	-2.0836	-7.08887	0.9864620000000001	-2.3826	-0.06247769999999999
FBtr0082483	95.138351	-0.537337	-15.2365	-5.64316	9.681339999999999	-0.13828900000000002
FBtr0113223	0.0	-8.20914	-11.9097	16.6501	-4.70897	-0.138574
FBtr0334156	1.369604	-8.20914	-11.9097	16.6501	-4.70897	-0.138574
FBtr0334155	12.909949000000001	-8.20914	-11.9097	16.6501	-4.70897	-0.138574
FBtr0082510	19.884634	-2.9983	-9.5037	0.33802	5.26169	-0.0976302
FBtr0082484	50.180842999999996	-2.74768	-10.5721	-1.15067	21.3554	-0.122449
FBtr0334153	43.88554	-2.74768	-10.5721	-1.15067	21.3554	-0.122449
FBtr0347147	6.362672	-1.4163700000000001	-0.203896	6.61556	1.41133	-0.0852742
FBtr0082485	0.0	-1.25245	-4.55173	-1.75709	2.12273	-0.0585557
FBtr0334154	0.0	-1.25245	-4.55173	-1.75709	2.12273	-0.0585557
FBtr0082508	14.698170999999999	-1.6913099999999999	-9.25962	2.0908900000000004	-2.80974	-0.12478199999999999
FBtr0082507	0.0	-2.85553	-6.822889999999999	-3.81809	9.38113	-0.11053099999999999
FBtr0335438	0.0	-2.85553	-6.822889999999999	-3.81809	9.38113	-0.11053099999999999
FBtr0335437	0.0	0.693613	-3.20273	-2.97707	3.90633	-0.052235199999999996
FBtr0082506	0.0	2.99875	-8.29623	4.08121	3.3928800000000003	-0.109207
FBtr0306697	0.0	-1.0079	-4.18326	4.93187	0.0753798	-0.0940534
FBtr0335436	0.0	-1.0079	-4.18326	4.93187	0.0753798	-0.0940534
FBtr0082504	17.271889	-1.41861	-2.80065	2.74348	1.2083899999999999	-0.0789393
FBtr0306696	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082489	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082490	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082491	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082492	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082493	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082494	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082495	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082496	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082497	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082498	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082499	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082500	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082501	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082502	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082503	0.0	-0.797946	-7.42737	6.14572	-2.66007	-0.11478900000000002
FBtr0082488	0.0	3.18758	-0.125937	-2.2509200000000003	3.58759	-0.032702800000000004
FBtr0335435	0.0	3.18758	-0.125937	-2.2509200000000003	3.58759	-0.032702800000000004
FBtr0082487	0.0	-0.881592	-0.623833	-1.9911	5.31957	-0.0671214
FBtr0335434	0.0	-2.3006	-2.26898	-3.79595	-0.71025	-0.08573660000000001
FBtr0082556	14.3641	-3.69495	-4.87723	1.82905	-1.4964600000000001	-0.090351
FBtr0082557	0.687211	-3.69495	-4.87723	1.82905	-1.4964600000000001	-0.090351
FBtr0113224	34.816971	5.62833	-10.9033	-2.75802	30.1505	-0.118925
FBtr0082555	32.087437	-2.24896	-5.01349	-1.03463	-2.02906	-0.0839008
FBtr0335433	30.159145000000002	-2.24896	-5.01349	-1.03463	-2.02906	-0.0839008
FBtr0082537	20.828373000000003	19.2555	-11.6964	32.1424	12.4214	-0.151292
FBtr0339640	0.0	-0.333276	5.894819999999999	-0.471341	-0.0172963	-0.0400565
FBtr0082554	0.0	-1.93144	7.6555100000000005	1.62077	-1.4475200000000001	-0.063636
FBtr0300638	0.0	-1.93144	7.6555100000000005	1.62077	-1.4475200000000001	-0.063636
FBtr0300639	0.0	-1.93144	7.6555100000000005	1.62077	-1.4475200000000001	-0.063636
FBtr0082538	0.0	-6.96974	1.80447	-3.5231	-6.9162	-0.12195
FBtr0301722	0.0	-5.679790000000001	-1.62486	-4.548030000000001	-2.01747	-0.0753091
FBtr0301724	0.0	-5.679790000000001	-1.62486	-4.548030000000001	-2.01747	-0.0753091
FBtr0339639	0.0	-5.679790000000001	-1.62486	-4.548030000000001	-2.01747	-0.0753091
FBtr0301723	0.0	-5.679790000000001	-1.62486	-4.548030000000001	-2.01747	-0.0753091
FBtr0082553	0.0	-4.876519999999999	7.569030000000001	1.60835	-1.6267200000000002	-0.0865507
FBtr0082552	0.0	-2.01943	8.01245	-3.4860900000000004	-0.8879819999999999	-0.06948510000000001
FBtr0300351	0.0	-1.52998	-3.0632900000000003	-2.77487	-1.00112	-0.0417465
FBtr0307016	0.0	-1.52998	-3.0632900000000003	-2.77487	-1.00112	-0.0417465
FBtr0307015	0.0	-1.52998	-3.0632900000000003	-2.77487	-1.00112	-0.0417465
FBtr0339643	0.0	-1.52998	-3.0632900000000003	-2.77487	-1.00112	-0.0417465
FBtr0339644	0.0	-1.52998	-3.0632900000000003	-2.77487	-1.00112	-0.0417465
FBtr0339645	0.0	-1.52998	-3.0632900000000003	-2.77487	-1.00112	-0.0417465
FBtr0339646	0.0	-1.52998	-3.0632900000000003	-2.77487	-1.00112	-0.0417465
FBtr0082542	0.0	0.6856869999999999	-2.7305900000000003	0.208833	-2.83492	-0.0596622
FBtr0339641	0.0	1.50455	-1.58322	-0.403258	2.22173	-0.0394923
FBtr0082543	0.0	-0.112883	1.0642	-1.98518	1.13032	-0.0330869
FBtr0300126	0.0	-0.112883	1.0642	-1.98518	1.13032	-0.0330869
FBtr0339642	0.0	-0.112883	1.0642	-1.98518	1.13032	-0.0330869
FBtr0082550	0.0	-4.34576	0.543878	0.31743499999999997	-4.073580000000001	-0.0626882
FBtr0308292	0.0	-4.34576	0.543878	0.31743499999999997	-4.073580000000001	-0.0626882
FBtr0308293	0.0	-4.34576	0.543878	0.31743499999999997	-4.073580000000001	-0.0626882
FBtr0308294	0.0	-4.34576	0.543878	0.31743499999999997	-4.073580000000001	-0.0626882
FBtr0082544	0.0	-0.523929	3.93436	-1.6805299999999999	-0.5567810000000001	-0.022853599999999998
FBtr0082549	0.0	0.846191	1.41021	-2.25202	2.27274	-0.0325613
FBtr0339647	0.0	0.846191	1.41021	-2.25202	2.27274	-0.0325613
FBtr0082547	0.0	-1.79329	0.9511649999999999	-4.66681	-2.5537	-0.0632951
FBtr0082548	0.0	-1.79329	0.9511649999999999	-4.66681	-2.5537	-0.0632951
FBtr0082546	0.0	-4.67132	8.05996	-3.9775	-3.97151	-0.09093369999999999
FBtr0309189	0.0	-0.882611	13.4492	-0.705939	-2.33472	-0.08359739999999999
FBtr0082545	0.0	-3.4496599999999997	7.0445899999999995	-3.5129599999999996	-2.27148	-0.057218
FBtr0082558	0.0	-2.04075	11.212	-7.23383	-1.4472	-0.0950292
FBtr0082625	0.0	-2.1748	8.42881	3.4332800000000003	-1.43075	-0.0586635
FBtr0334597	5.985403	-1.15895	1.51603	-0.8805850000000001	-0.6181270000000001	-0.07297560000000002
FBtr0306051	0.0	2.17675	2.0228599999999997	2.46518	-1.39846	-0.10111
FBtr0082624	9.811632000000001	-0.524728	-2.0164	-4.00284	-1.98642	-0.0618269
FBtr0334596	0.0	-0.524728	-2.0164	-4.00284	-1.98642	-0.0618269
FBtr0082623	15.972614000000002	-4.65077	-9.490789999999999	11.654000000000002	6.20937	-0.141906
FBtr0347166	0.0	-2.97443	1.5241200000000001	39.6817	-6.35102	-0.13939100000000001
FBtr0082559	0.0	-4.28969	1.82997	-4.159730000000001	1.18084	-0.09773369999999999
FBtr0302311	0.0	-5.18933	9.81821	3.2248200000000002	-5.905469999999999	-0.130125
FBtr0082621	0.0	-3.1577900000000003	20.3009	1.46471	-1.56913	-0.0946421
FBtr0309310	0.0	-2.60812	20.3009	1.82053	-1.54748	-0.0946421
FBtr0082560	0.0	-2.83914	28.8085	10.3492	-4.7096	-0.0880188
FBtr0082620	0.0	-3.3140699999999996	24.5927	1.60354	-3.13682	-0.0961796
FBtr0082619	0.0	-0.371655	14.171	-0.223675	-2.4394099999999996	-0.0768087
FBtr0308561	0.0	-2.30385	5.6833	-3.59162	-3.4618900000000004	-0.0536067
FBtr0082617	0.0	-4.23418	7.59837	-3.58955	-2.56945	-0.0795279
FBtr0334690	0.0	-4.92173	19.6168	-0.17641500000000002	-5.11236	-0.10706500000000001
FBtr0346252	0.0	7.30329	9.060319999999999	-0.8936959999999999	3.98945	-0.0446463
FBtr0082561	0.0	-3.80847	15.1439	-3.77894	-6.10784	-0.08931069999999999
FBtr0334691	0.0	3.42951	14.536	-2.60025	1.77276	-0.07785399999999999
FBtr0082562	0.0	3.42951	14.536	-2.60025	1.77276	-0.07785399999999999
FBtr0334692	0.0	-2.34577	18.516	-5.43912	-1.43685	-0.118957
FBtr0347167	0.0	-1.85358	18.3951	-1.6437400000000002	1.6845700000000001	-0.0923472
FBtr0334693	0.0	-2.93986	15.4084	-7.2747399999999995	-5.0353900000000005	-0.0973913
FBtr0082565	0.0	0.45546400000000004	14.0402	-0.866606	-0.0727563	-0.0752903
FBtr0300319	0.0	-2.40168	20.269000000000002	-5.6187	-2.1086400000000003	-0.08303289999999999
FBtr0347168	0.0	-4.2900599999999995	28.7181	-0.534572	-2.58967	-0.10930699999999999
FBtr0082563	0.0	1.94399	12.6167	1.51443	-1.38119	-0.137419
FBtr0082564	0.0	2.75813	12.8643	1.51443	-1.3172700000000002	-0.133658
FBtr0331183	0.0	2.75813	12.8643	1.51443	-1.3172700000000002	-0.133658
FBtr0082566	0.0	-0.619117	2.80021	-4.9539599999999995	-5.06121	-0.09123819999999999
FBtr0082616	0.0	-2.0256	7.736560000000001	-2.9675599999999998	-0.866619	-0.0391229
FBtr0082567	0.582192	-0.808812	21.0905	-4.0699	0.16261	-0.0626892
FBtr0346250	0.0	-4.18427	5.457999999999999	-1.7375099999999999	-2.03343	-0.0641072
FBtr0346251	0.0	-3.0009900000000003	7.12932	-2.64778	-4.21826	-0.107931
FBtr0343912	0.0	-0.8419129999999999	15.0207	-4.13607	-1.7203700000000002	-0.08258810000000001
FBtr0343913	0.0	-0.9965579999999999	1.7436	-4.12686	-2.18255	-0.053843499999999996
FBtr0082614	31.256578	-1.9057099999999998	7.1769300000000005	-0.710856	1.1776	-0.0901943
FBtr0082615	11.810225	-1.9057099999999998	7.1769300000000005	-0.710856	1.1776	-0.0901943
FBtr0082613	0.0	0.0940048	-1.8109400000000002	-0.8681770000000001	8.7467	-0.06853780000000001
FBtr0082611	25.324617	-3.64341	1.46274	4.40393	-1.06094	-0.0856697
FBtr0082568	0.0	-0.7687	2.43968	0.5956060000000001	-4.9602	-0.07860360000000001
FBtr0091921	0.0	-2.51248	-2.25025	1.67104	-4.81738	-0.038587699999999996
FBtr0082610	0.0	-1.20434	-1.0919299999999998	-0.24411	-3.23857	-0.06902910000000001
FBtr0344388	0.0	-1.6905	-0.421597	1.45056	-4.193309999999999	-0.0765039
FBtr0082609	0.0	-2.90499	3.97309	2.59924	-3.5857	-0.0858193
FBtr0344264	0.0	-2.90499	3.97309	2.59924	-3.5857	-0.0858193
FBtr0082608	12.148518	-2.32207	0.630066	-5.03443	-1.14599	-0.0897548
FBtr0344263	0.0	-2.32207	0.630066	-5.03443	-1.14599	-0.0897548
FBtr0082607	135.69383200000001	5.04772	-7.104710000000001	9.30821	3.49615	-0.105156
FBtr0100410	0.0	5.04772	-7.104710000000001	9.30821	3.49615	-0.105156
FBtr0347169	0.0	25.0727	-7.01766	-4.6846	5.9041	-0.095528
FBtr0082569	1.9239680000000001	-0.756686	-4.4181099999999995	2.13295	0.6805100000000001	-0.105047
FBtr0082570	19.630384	0.549191	0.6382979999999999	-0.0498354	0.17764000000000002	-0.09642339999999999
FBtr0082571	0.7583850000000001	-1.25728	5.6711599999999995	-4.14475	2.18377	-0.07764810000000001
FBtr0082572	0.585658	0.546596	-4.02074	-0.8196459999999999	-2.0161700000000002	-0.07723580000000001
FBtr0082573	0.148402	-1.8571400000000002	1.9792900000000002	-2.51055	-0.718639	-0.0379448
FBtr0082574	0.0	-2.54858	-1.4903600000000001	1.1370200000000001	-0.455201	-0.06309239999999999
FBtr0082575	0.0	-2.7265099999999998	-0.0942928	-1.07284	-3.42945	-0.110205
FBtr0344387	0.0	-3.90745	-0.08682419999999999	0.635865	-0.764347	-0.0947307
FBtr0082606	0.0	0.488933	-2.8433200000000003	7.75197	-0.808619	-0.11431
FBtr0082576	0.0	-2.43837	5.47546	12.974	-2.917	-0.11349400000000001
FBtr0114565	0.0	-3.2574400000000003	-0.9612870000000001	9.17939	-3.8306699999999996	-0.0759415
FBtr0112654	0.0	-1.72524	8.39304	4.43612	-1.84972	-0.08344839999999999
FBtr0344385	0.0	-1.72524	9.1175	5.11269	-1.9655200000000002	-0.08428939999999999
FBtr0332161	0.0	-2.3860799999999998	9.06676	3.6392900000000004	-2.18812	-0.05874490000000001
FBtr0332162	0.0	-2.3860799999999998	9.06676	3.6392900000000004	-2.18812	-0.05874490000000001
FBtr0082580	0.0	-2.70492	9.22332	2.8008	-3.15994	-0.075551
FBtr0082579	0.0	-2.70492	9.22332	2.8008	-3.15994	-0.075551
FBtr0082578	0.0	-4.27029	9.52811	4.73934	-5.03519	-0.08882029999999999
FBtr0112656	0.0	-0.737364	4.91964	4.30884	-1.34556	-0.06375059999999999
FBtr0347003	0.0	-7.34165	-0.211997	7.0097	-3.96745	-0.09317130000000001
FBtr0347002	0.0	-7.34165	-0.211997	7.0097	-3.96745	-0.09317130000000001
FBtr0347004	0.0	-7.34165	-0.211997	7.0097	-3.96745	-0.09317130000000001
FBtr0082604	0.0	-4.237830000000001	-0.641738	1.50179	-2.09032	-0.07143089999999999
FBtr0082603	0.0	-4.237830000000001	-0.641738	1.50179	-2.09032	-0.07143089999999999
FBtr0344386	0.0	-4.237830000000001	-0.641738	1.50179	-2.09032	-0.07143089999999999
FBtr0100525	0.0	3.5123800000000003	0.321548	-2.94812	-0.405762	-0.0510938
FBtr0082602	0.0	2.51805	0.457769	0.10816500000000001	2.70455	-0.028089199999999998
FBtr0082600	0.0	4.79942	-1.79557	-1.12531	8.43515	-0.0802231
FBtr0082598	0.0	2.16319	-2.80436	-0.243127	3.0066	-0.0438086
FBtr0082583	9.878711000000001	2.60034	-5.22602	18.7096	12.368	-0.112259
FBtr0082584	6.430731	4.0915099999999995	-4.61038	19.3946	16.9558	-0.11277100000000001
FBtr0082585	0.557025	1.5768	-6.698460000000001	10.0792	17.7606	-0.106643
FBtr0082597	10.789636999999999	1.89655	-8.85719	27.0212	-6.5829	-0.14674500000000001
FBtr0344982	9.661452	1.89655	-8.85719	27.0212	-6.5829	-0.14674500000000001
FBtr0091665	25.235247	6.42514	-7.7352	25.8484	32.9257	-0.13389500000000001
FBtr0082586	0.0	11.1992	-6.19739	15.452	28.1295	-0.11498900000000001
FBtr0304744	0.0	11.2014	-6.19739	15.452	27.6732	-0.115847
FBtr0082596	0.0	-1.7462	-5.83772	26.1065	-1.04799	-0.13864500000000002
FBtr0082587	12.223761	5.01615	-13.3468	25.3761	14.4198	-0.152974
FBtr0082595	207.877182	13.1221	-10.0555	27.599	7.760260000000001	-0.10909
FBtr0082588	0.0	0.683194	-12.0173	-4.17467	5.25089	-0.103198
FBtr0082594	76.881744	-1.89116	-6.24164	26.107	8.12912	-0.117901
FBtr0082589	10.984281	5.2649	-10.0543	-2.11282	10.7367	-0.112697
FBtr0082590	366.599884	8.28609	-8.31715	12.5112	24.7446	-0.133431
FBtr0082593	221.462784	0.734282	-7.74564	16.871	10.5225	-0.125743
FBtr0082591	38.5886	-1.7521900000000001	-7.2672300000000005	21.3251	26.9291	-0.089239
FBtr0082592	0.0	-1.48527	-4.89624	0.892819	6.21865	-0.0806214
FBtr0082682	0.0	-3.27889	-13.8393	11.8208	-5.64936	-0.137725
FBtr0082626	14.057208	3.9823800000000005	-5.0799900000000004	2.1095900000000003	9.57748	-0.0521389
FBtr0082627	23.221014	13.8109	-9.636569999999999	-3.52371	13.0741	-0.120745
FBtr0082628	0.0	19.7776	-9.91233	-6.7352	18.2652	-0.1034
FBtr0082629	0.0	9.76651	-16.0871	-7.86114	11.7125	-0.138587
FBtr0082630	101.446823	15.5752	-12.1839	-5.957269999999999	20.1955	-0.136723
FBtr0082631	0.0	-2.29905	-5.73601	-0.664354	2.46673	-0.0825982
FBtr0082632	38.853519	10.2188	-10.3517	3.5402699999999996	21.9401	-0.0952224
FBtr0082633	0.0	9.521410000000001	-3.86177	7.71472	3.5661099999999997	-0.08084780000000001
FBtr0082634	10.586369	3.10177	-6.458069999999999	16.2616	25.4028	-0.104465
FBtr0082681	11.247425	-1.9154900000000001	-3.9723300000000004	27.3903	5.54528	-0.138523
FBtr0340187	0.0	-1.9154900000000001	-3.9723300000000004	27.3903	5.54528	-0.138523
FBtr0303029	0.0	-1.9154900000000001	-3.9723300000000004	27.3903	5.54528	-0.138523
FBtr0303028	0.0	6.24585	-6.880910000000001	15.7346	16.2978	-0.103155
FBtr0082635	0.0	6.4831	-5.82074	15.2553	15.5548	-0.0993703
FBtr0082680	26.973661	0.0258277	-7.79263	-2.97313	1.44163	-0.0905979
FBtr0082679	0.9433159999999999	0.013113	-1.7814900000000002	7.35438	7.28035	-0.059885400000000005
FBtr0082678	0.0	-0.0316783	-0.0225176	-0.0500161	-0.0598974	-0.00118347
FBtr0082636	0.0	-0.21884299999999998	-0.32210900000000003	-0.0161685	0.0524735	-0.00452881
FBtr0082637	0.0	-0.23471999999999998	0.496395	-0.192682	-0.254882	-0.00260938
FBtr0082638	0.0	0.0	0.129796	0.08308969999999999	-0.0313915	-1.67572e-05
FBtr0290334	0.0	-0.5987140000000001	-0.795716	-2.11061	1.9313599999999997	-0.0475504
FBtr0290335	0.0	-0.5987140000000001	-0.795716	-2.11061	1.9313599999999997	-0.0475504
FBtr0301944	0.0	-0.5987140000000001	-0.795716	-2.11061	1.9313599999999997	-0.0475504
FBtr0308597	0.0	-0.5987140000000001	-0.795716	-2.11061	1.9313599999999997	-0.0475504
FBtr0082639	0.0	-3.57245	8.93438	-1.03009	-1.93325	-0.0852115
FBtr0347170	0.0	-0.680443	-0.46458900000000003	-1.56748	-2.65407	-0.087867
FBtr0304846	0.0	-0.25661	7.13346	-2.51848	1.56515	-0.0384467
FBtr0347149	0.0	-0.25661	7.13346	-2.51848	1.56515	-0.0384467
FBtr0304230	0.0	0.167463	1.87842	-2.05698	2.20623	-0.0405203
FBtr0304231	0.0	0.149897	1.87842	-2.05698	2.21238	-0.0405203
FBtr0100019	0.0	0.024215599999999997	10.3384	5.334919999999999	2.0022	-0.06823689999999999
FBtr0330120	0.0	0.024215599999999997	10.3384	5.334919999999999	2.0022	-0.06823689999999999
FBtr0304844	0.0	0.024215599999999997	10.3384	5.334919999999999	2.0022	-0.06823689999999999
FBtr0304845	0.0	0.024215599999999997	10.3384	5.334919999999999	2.0022	-0.06823689999999999
FBtr0347171	0.0	1.20676	2.25676	1.57723	-0.2195	-0.0590578
FBtr0343914	0.0	-2.0662	-0.0372513	-2.0432	-4.15468	-0.0775455
FBtr0082671	3.232795	0.612632	-1.39314	-1.57602	4.69295	-0.038906300000000005
FBtr0082670	231.85368300000002	0.612632	-1.39314	-1.57602	4.69295	-0.038906300000000005
FBtr0301661	43.043907	1.92685	-3.52452	-0.5371020000000001	4.7007	-0.061452099999999996
FBtr0082641	49.929961999999996	3.24741	-30.5687	-4.17569	6.8279	-0.25030399999999997
FBtr0082642	36.835255	3.24741	-30.5687	-4.17569	6.8279	-0.25030399999999997
FBtr0082643	17.227332999999998	3.35275	-5.6382	15.715	5.87338	-0.0939069
FBtr0082644	0.0	-2.2041	-2.45002	6.2275599999999995	0.583716	-0.08718669999999999
